KoordID;Kanton;Year;Crop;Crop_Category;Label;Altitude;Area_ha;Yield_dt_ha;Use;Source
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.0071;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.3393;NA;NA;Admin
ID23;BE;2014;Vegetables;Vegetables;NA;650;0.2;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.2269;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.3756;NA;NA;Admin
ID23;BE;2014;Non_prod;Non_edible;NA;650;3.088;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;1.1695;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;1.47;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.0967;NA;NA;Admin
ID23;BE;2014;Silage_maize;Silage_maize;NA;650;0.5;NA;NA;Admin
ID23;BE;2014;Barley;Cereals;NA;650;1.56;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.3417;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.2073;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;4.3631;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;1.66;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.2307;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;5;NA;NA;Admin
ID23;BE;2014;Int_pasture;Int_grassland;NA;650;0.45;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.28;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.1586;NA;NA;Admin
ID23;BE;2014;Wheat;Cereals;NA;650;0.1887;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.8061;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.2652;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.4446;NA;NA;Admin
ID23;BE;2014;Non_prod;Non_edible;NA;650;0.0112;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.0435;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;5.72;NA;NA;Admin
ID23;BE;2014;Int_pasture;Int_grassland;NA;650;0.2601;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.65;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.33;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;4.2672;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.0402;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.7283;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;5.4246;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;1.3047;NA;NA;Admin
ID23;BE;2014;Triticale;Cereals;NA;650;1.1532;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;2.23;NA;NA;Admin
ID23;BE;2014;Int_pasture;Int_grassland;NA;650;0.6049;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;7.9424;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.9;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.207;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.2165;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;5.7132;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.0583;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;2.3799;NA;NA;Admin
ID23;BE;2014;Wheat;Cereals;NA;650;0.21;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.62;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.9311;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;1.2385;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.5482;NA;NA;Admin
ID23;BE;2014;Silage_maize;Silage_maize;NA;650;0.36;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.1782;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.8893;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;1.0365;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;1.2;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.7445;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.6726;NA;NA;Admin
ID23;BE;2014;Silage_maize;Silage_maize;NA;650;0.68;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.1298;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.3442;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.1531;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;3.1862;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.24;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.154;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.2782;NA;NA;Admin
ID23;BE;2014;Int_pasture;Int_grassland;NA;650;0.53;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;1.0543;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.4996;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;1.6431;NA;NA;Admin
ID23;BE;2014;Wheat;Cereals;NA;650;0.78;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.3665;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.237;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;2.7784;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.0714;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.45;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.38;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.1196;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.0029;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;2.3938;NA;NA;Admin
ID23;BE;2014;Berry;Fruits_Berries;NA;650;1.4;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;0.55;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.5266;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.4078;NA;NA;Admin
ID23;BE;2014;Silage_maize;Silage_maize;NA;650;1.609;NA;NA;Admin
ID23;BE;2014;Int_pasture;Int_grassland;NA;650;0.21;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.2343;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;2.5608;NA;NA;Admin
ID23;BE;2014;Orn_plants;Non_edible;NA;650;0.0942;NA;NA;Admin
ID23;BE;2014;Wheat;Cereals;NA;650;0.75;NA;NA;Admin
ID23;BE;2014;Wheat;Cereals;NA;650;0.3881;NA;NA;Admin
ID23;BE;2014;Ext_meadow;Ext_grassland;NA;650;0.07;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.3455;NA;NA;Admin
ID23;BE;2014;Temp_meadow;Int_grassland;NA;650;3.1718;NA;NA;Admin
ID23;BE;2014;Int_meadow;Int_grassland;NA;650;0.1452;NA;NA;Admin
ID23;BE;2014;Silage_maize;Silage_maize;NA;650;1.2;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.09;NA;NA;Admin
ID24;BE;2014;Ext_meadow;Ext_grassland;NA;730;0.1372;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;6.1532;NA;NA;Admin
ID24;BE;2014;Arable_undef;Cereals;NA;730;0.65;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.1405;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;0.001;NA;NA;Admin
ID24;BE;2014;Non_prod;Non_edible;NA;730;5.6768;NA;NA;Admin
ID24;BE;2014;Ext_meadow;Ext_grassland;NA;730;0.1015;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.1504;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.2805;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;6.00E-04;NA;NA;Admin
ID24;BE;2014;Vegetables_greenhouse;Vegetables;NA;730;0.02;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;0.1693;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.3035;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.2456;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;0.2105;NA;NA;Admin
ID24;BE;2014;Triticale;Cereals;NA;730;1.5;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;7.9743;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.0458;NA;NA;Admin
ID24;BE;2014;Ext_meadow;Ext_grassland;NA;730;1.9757;NA;NA;Admin
ID24;BE;2014;Wheat;Cereals;NA;730;2.5;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.2361;NA;NA;Admin
ID24;BE;2014;Fodder_beet;Sugar_beet;NA;730;0.1;NA;NA;Admin
ID24;BE;2014;Wheat;Cereals;NA;730;0.8132;NA;NA;Admin
ID24;BE;2014;Silage_maize;Silage_maize;NA;730;1.6;NA;NA;Admin
ID24;BE;2014;Triticale;Cereals;NA;730;2.7044;NA;NA;Admin
ID24;BE;2014;Wheat;Cereals;NA;730;1;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;1.2009;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;0.5181;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.7702;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;2.3676;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;4.664;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;2.4526;NA;NA;Admin
ID24;BE;2014;Spelt;Cereals;NA;730;0.5;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.5697;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;0.0372;NA;NA;Admin
ID24;BE;2014;Ext_meadow;Ext_grassland;NA;730;0.8067;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;5.7356;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;4;NA;NA;Admin
ID24;BE;2014;Barley;Cereals;NA;730;2.8;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;1.7433;NA;NA;Admin
ID24;BE;2014;Ext_meadow;Ext_grassland;NA;730;0.0953;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.3262;NA;NA;Admin
ID24;BE;2014;Wheat;Cereals;NA;730;4.2;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.8163;NA;NA;Admin
ID24;BE;2014;Grain_maize;Grain_maize;NA;730;0.6;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.6597;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;2.9813;NA;NA;Admin
ID24;BE;2014;Silage_maize;Silage_maize;NA;730;1.7;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;1.4;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;1.0645;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;0.8352;NA;NA;Admin
ID24;BE;2014;Vegetables;Vegetables;NA;730;0.25;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;1.06;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.1439;NA;NA;Admin
ID24;BE;2014;Apple_orchard;Fruits_Berries;NA;730;0.1275;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.1984;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;1.0353;NA;NA;Admin
ID24;BE;2014;Silage_maize;Silage_maize;NA;730;1.2;NA;NA;Admin
ID24;BE;2014;Ext_meadow;Ext_grassland;NA;730;0.4476;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;1.9667;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.3694;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;1.4095;NA;NA;Admin
ID24;BE;2014;Potato;Potato;NA;730;0.5;NA;NA;Admin
ID24;BE;2014;Silage_maize;Silage_maize;NA;730;1.0472;NA;NA;Admin
ID24;BE;2014;Ext_meadow;Ext_grassland;NA;730;0.5936;NA;NA;Admin
ID24;BE;2014;Wheat;Cereals;NA;730;1.1;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.3055;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;1.7863;NA;NA;Admin
ID24;BE;2014;Ext_meadow;Ext_grassland;NA;730;0.0965;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;1.2279;NA;NA;Admin
ID24;BE;2014;Temp_meadow;Int_grassland;NA;730;3.6821;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;1.1286;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;1.8863;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.153;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;1.9076;NA;NA;Admin
ID24;BE;2014;Wheat;Cereals;NA;730;2.37;NA;NA;Admin
ID24;BE;2014;Silage_maize;Silage_maize;NA;730;1;NA;NA;Admin
ID24;BE;2014;Silage_maize;Silage_maize;NA;730;3.25;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.5977;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;0.1568;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;0.7268;NA;NA;Admin
ID24;BE;2014;Int_meadow;Int_grassland;NA;730;2.1828;NA;NA;Admin
ID24;BE;2014;Ext_meadow;Ext_grassland;NA;730;0.45;NA;NA;Admin
ID24;BE;2014;Int_pasture;Int_grassland;NA;730;0.2706;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.1003;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.8466;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;0.8496;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.6361;NA;NA;Admin
ID25;BE;2014;Silage_maize;Silage_maize;NA;680;0.525;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;1.4206;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;0.4916;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.0805;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.3637;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.7191;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.2677;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.2019;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;1.1424;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.9427;NA;NA;Admin
ID25;BE;2014;Ext_pasture;Ext_grassland;NA;680;0.1997;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;1.5495;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.1111;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;0.0718;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;1.2123;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;0.8058;NA;NA;Admin
ID25;BE;2014;Silage_maize;Silage_maize;NA;680;1.1747;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.0505;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;2.3352;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;0.214;NA;NA;Admin
ID25;BE;2014;Non_prod;Non_edible;NA;680;0.0406;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;0.0546;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.8978;NA;NA;Admin
ID25;BE;2014;Silage_maize;Silage_maize;NA;680;3;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;0.0771;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.2848;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;1.1943;NA;NA;Admin
ID25;BE;2014;Barley;Cereals;NA;680;0.95;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.7424;NA;NA;Admin
ID25;BE;2014;Ext_pasture;Ext_grassland;NA;680;0.102;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.7605;NA;NA;Admin
ID25;BE;2014;Fodder_beet;Sugar_beet;NA;680;0.25;NA;NA;Admin
ID25;BE;2014;Wheat;Cereals;NA;680;1.75;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;2.8313;NA;NA;Admin
ID25;BE;2014;Ext_pasture;Ext_grassland;NA;680;1.0375;NA;NA;Admin
ID25;BE;2014;Ext_pasture;Ext_grassland;NA;680;0.6503;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.489;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;1.0921;NA;NA;Admin
ID25;BE;2014;Barley;Cereals;NA;680;0.7409;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.0906;NA;NA;Admin
ID25;BE;2014;Silage_maize;Silage_maize;NA;680;3.4;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.6744;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;0.6161;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;1.4451;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;1.5627;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;0.945;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;1.139;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;0.1213;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.05;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;2.9;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;0.8235;NA;NA;Admin
ID25;BE;2014;Barley;Cereals;NA;680;1.5;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;1.8588;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;0.6688;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;3.9263;NA;NA;Admin
ID25;BE;2014;Triticale;Cereals;NA;680;1;NA;NA;Admin
ID25;BE;2014;Ext_pasture;Ext_grassland;NA;680;1.9372;NA;NA;Admin
ID25;BE;2014;Wheat;Cereals;NA;680;1.3;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.5537;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.8187;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.9688;NA;NA;Admin
ID25;BE;2014;Int_meadow;Int_grassland;NA;680;0.4389;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;2.093;NA;NA;Admin
ID25;BE;2014;Non_prod;Non_edible;NA;680;0.0017;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.1404;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.6892;NA;NA;Admin
ID25;BE;2014;Potato;Potato;NA;680;1.8;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;2.4437;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.4269;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;0.5329;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;9.3199;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;2.0415;NA;NA;Admin
ID25;BE;2014;Int_pasture;Int_grassland;NA;680;0.1046;NA;NA;Admin
ID25;BE;2014;Temp_meadow;Int_grassland;NA;680;5.7335;NA;NA;Admin
ID25;BE;2014;Non_prod;Non_edible;NA;680;0.0015;NA;NA;Admin
ID25;BE;2014;Ext_meadow;Ext_grassland;NA;680;1.3082;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.21;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;0.03;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;0.03;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;1.22;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.35;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.05;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.25;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;1.76;NA;NA;Admin
ID26;LU;2014;Potato;Potato;NA;650;0.2;NA;NA;Admin
ID26;LU;2014;Temp_meadow;Int_grassland;NA;650;1.1;NA;NA;Admin
ID26;LU;2014;Temp_meadow;Int_grassland;NA;650;3.6;NA;NA;Admin
ID26;LU;2014;Arable_wildflower_BPA;Non_edible;NA;650;0.03;NA;NA;Admin
ID26;LU;2014;Temp_meadow;Int_grassland;NA;650;0.31;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;2.51;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;0.2;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.19;NA;NA;Admin
ID26;LU;2014;Spelt;Cereals;NA;650;0.72;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.09;NA;NA;Admin
ID26;LU;2014;Rapeseed;Oilseed_crops;NA;650;2;NA;NA;Admin
ID26;LU;2014;Silage_maize;Silage_maize;NA;650;1.8;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;0.86;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;1.89;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;2.47;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.62;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;3.59;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;2;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;0.1;NA;NA;Admin
ID26;LU;2014;Triticale;Cereals;NA;650;2.45;NA;NA;Admin
ID26;LU;2014;Temp_meadow;Int_grassland;NA;650;0.8;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.04;NA;NA;Admin
ID26;LU;2014;Rye;Cereals;NA;650;1.65;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.06;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;0.68;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;0.17;NA;NA;Admin
ID26;LU;2014;Temp_meadow;Int_grassland;NA;650;1.54;NA;NA;Admin
ID26;LU;2014;Temp_meadow;Int_grassland;NA;650;2;NA;NA;Admin
ID26;LU;2014;Temp_meadow;Int_grassland;NA;650;1.58;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.27;NA;NA;Admin
ID26;LU;2014;Barley;Cereals;NA;650;2.07;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.01;NA;NA;Admin
ID26;LU;2014;Int_meadow;Int_grassland;NA;650;2.19;NA;NA;Admin
ID26;LU;2014;Wheat;Cereals;NA;650;1.1;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.4;NA;NA;Admin
ID26;LU;2014;Temp_meadow;Int_grassland;NA;650;6.16;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.02;NA;NA;Admin
ID26;LU;2014;Barley;Cereals;NA;650;1.35;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.96;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.2;NA;NA;Admin
ID26;LU;2014;Arable_wildflower_BPA;Non_edible;NA;650;0.03;NA;NA;Admin
ID26;LU;2014;Fodder_beet;Sugar_beet;NA;650;0.25;NA;NA;Admin
ID26;LU;2014;Arable_wildflower_BPA;Non_edible;NA;650;0.02;NA;NA;Admin
ID26;LU;2014;Int_pasture;Int_grassland;NA;650;0.05;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.04;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.24;NA;NA;Admin
ID26;LU;2014;Barley;Cereals;NA;650;1.05;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.06;NA;NA;Admin
ID26;LU;2014;Barley;Cereals;NA;650;1.03;NA;NA;Admin
ID26;LU;2014;Ext_meadow;Ext_grassland;NA;650;0.69;NA;NA;Admin
ID26;LU;2014;Temp_meadow;Int_grassland;NA;650;3.72;NA;NA;Admin
